partner_id,industry_gic2_code,partner_class_code,partner_gender,partner_name,partner_phone_number,partner_birth_year,partner_address,partner_open_date,partner_close_date
85eff8b9-8138-4f8d-b109-76c879d2ad37,Individual,S,,,,,,2023-08-29,
6a3952d7-1f12-4df7-8d7d-741e7ea0e279,Individual,I,F,Patrizia Gfeller,027 966 17 29,1968-03-12,"Kägistrasse 584
8055 Liestal",2018-11-15,
bacc2dc7-230f-4a87-b202-6db132e27a44,Individual,I,F,Lya Weibel,+41 33 644 80 63,1957-12-31,"Sennstrasse 26
3260 Chêne-Bougeries",2017-09-23,
78ae5062-1ae0-4aa2-82b0-bc543f1201b4,Individual,I,F,Lily Bucher,021 190 75 11,1972-05-11,"Meierstrasse 674
9159 Weinfelden",2018-01-06,
f4a2610c-cda0-4ddd-aca3-fef26fa16193,Individual,I,,Lara Stauffer,044 076 20 35,1984-08-07,"Langstrasse 26
7443 Neuenburg",2019-11-24,
f21778b9-e246-4997-a4a3-52da258ef416,Individual,I,F,Paola Stauffer,+41 61 299 74 79,1987-09-10,"Rothstrasse 34
6689 Wohlen",2012-04-27,
3eab0a61-527d-4253-9ebc-daabe46ab74d,Individual,I,F,Josephine Steffen,+41 56 093 18 90,1952-05-28,"Hafnerstrasse 30
5961 Amriswil",2019-11-26,
1c9317cd-55e0-4a79-9abf-517041a3d5b4,Individual,I,F,Adriana Koch,041 433 87 56,1979-04-23,"Schnyderstrasse 843
5015 Zofingen",2017-05-28,
06103b3f-eb97-4f0d-9a92-d425e4a1e3b6,Individual,I,F,Fernande Zimmermann,+41 43 058 02 13,1973-04-12,"Meyerstrasse 60
9629 Freiburg",2020-08-29,
af76ef7e-4b0e-4c7e-9734-e839e8de33ca,Individual,S,,,,,,2018-04-27,
36173eb5-4182-498f-8153-67a385cf4582,Individual,I,M,Lucio Kaiser,+41 55 751 61 66,1953-08-14,"Roosstrasse 91
9916 Spreitenbach",2018-03-14,
4fc8289d-3d72-4a96-9811-55ac1f638c61,Individual,I,F,Gaia Ott,026 475 91 30,1981-09-23,"Gloorstrasse 7
3207 Lugano",2022-12-26,
48a9d056-65e1-4463-a087-5b626962062d,Individual,I,M,Jorge Staub,+41 61 342 75 98,1991-03-13,"Brunnerstrasse 87
7969 Vernier",2022-05-31,
f6fe8722-d827-49db-955a-0610559d6707,Individual,I,F,Alice Lüscher,+41 27 834 69 75,1999-08-29,"Baurstrasse 51
1714 Thônex",2014-10-10,
c6116d6a-b5b1-4a86-b924-f35650ef1b97,Individual,I,F,Agnès Fuchs,061 010 15 47,1981-11-01,"Steinerstrasse 17
6709 Vernier",2017-04-20,
7c876d17-9b16-423b-a7dd-430e557d709e,Individual,S,,,,,,2014-03-28,
15f5c409-a0f3-466b-8172-d71d6918d38d,Individual,I,F,Moira Hug,041 757 98 77,1985-07-24,"Staubstrasse 63
5061 Freiburg",2012-04-21,
3cd5b5d4-ca53-454c-ab9a-9d634f753f86,Individual,S,,,,,,2023-07-07,
d51fe9fa-7275-4d06-86c6-dafc9f453d63,Individual,I,M,Justin Grob,+41 31 964 15 88,1982-02-21,"Rüeggstrasse 14
5099 Delsberg",2019-05-30,
8f7e469a-ac95-4b4b-9b64-0a6c4363cd58,Individual,I,F,Nuray Barkholz,+49(0)8076 29603,1983-11-28,"Junkstraße 4/8
72812 Aschaffenburg",2013-07-08,
59d56691-62c5-456b-b461-82836d74cc54,Individual,I,F,Carolin Schwab,+41 81 473 97 20,1955-10-22,"Wyssstrasse 14
4961 Burgdorf",2017-04-12,
8c1594b5-ea35-4596-a1e5-f8f3e486fd5e,Individual,I,M,Wendelin Kuhn,+41 81 575 74 49,1999-09-11,"Mayerstrasse 7
5313 Kreuzlingen",2015-03-03,
c455e7bd-4a3f-41d1-be08-ce874b7b117c,Individual,I,F,Alix Boutin,+33 (0)2 77 34 16 03,1984-07-21,"8, avenue Noémi Martin
09537 Lebrun-sur-Gauthier",2020-12-26,
6ec8266f-5518-4617-9a3b-3937a97dbc57,Computer consultancy activities,B,M,Hofer Michel & Cie.,052 337 71 70,2000-03-27,"Flückigerstrasse 57
4845 Buchs",2022-12-11,
3c63009d-baa2-4e5c-9480-7b7b589e224d,Individual,I,F,Ekaterina Bianchi,031 735 27 24,1957-08-13,"Portmannstrasse 65
1228 Schwyz",2022-02-03,
e729fbce-2cd9-4a08-9a2b-f175f2f1ee80,Individual,I,F,Odette Delorme,+33 (0)2 99 61 11 62,1969-03-21,"977, avenue Nathalie Perrin
97330 Roche",2021-10-08,
54453b7f-0f25-4e4c-8282-ce55757c2d56,Individual,I,M,Kristian Gut,044 944 93 86,1991-10-13,"Stöcklistrasse 5
3981 Vernier",2022-12-06,
4ce2d12f-2636-4adb-a335-fa1d4d381559,Individual,I,M,Dale Smith,(626)896-3009,1995-07-11,"3906 Baker Ville Suite 543
Port Nicoleland, ME 98366",2015-09-11,
e1f444ad-3aea-4153-a4cf-dd11b2e13d4f,Individual,S,,,,,,2019-01-29,
4f0b2148-6e53-424b-a410-b0eb19e38ced,Individual,I,F,Roxane Schäfer,091 772 44 62,1957-06-02,"Lanzstrasse 8
7640 Binningen",2016-04-09,
e4152c4f-4c77-4c30-ac74-1d1b69dfdbf5,Individual,I,F,Tiziana Wyss,032 549 74 88,1984-08-24,"Zollingerstrasse 16
1595 Chêne-Bougeries",2010-03-11,
18fda478-cb59-401b-bc53-68e00e525db7,Individual,I,M,Lukasz Zbinden,+41 43 555 66 07,1994-10-26,"Rüeggstrasse 84
1882 Grenchen",2012-12-30,
231b18fa-bf17-4a2d-a4cc-2f23371256ff,Individual,I,F,Leticia Frey,091 450 08 38,1981-04-06,"Jennistrasse 46
2989 Cham",2021-08-24,
0c3e7f01-bfe5-4424-b54b-462fe16f2dfa,Individual,I,M,Samir Ott,081 181 72 31,1997-09-22,"Zinggstrasse 48
8714 Münchenbuchsee",2012-11-24,
fa2fd836-56f5-41c7-8bf3-899672874553,Individual,I,F,Pauline Hess,091 803 30 04,1976-03-23,"Schärerstrasse 45
5168 Schlieren",2016-11-12,
4d815bd3-e539-4c68-9a1c-75c3190527e8,Individual,S,,,,,,2016-05-12,
254a0351-dc7b-4294-a4ff-d89ba947b5de,Individual,I,F,Albina Favre,+41 26 381 78 49,1993-10-01,"Fankhauserstrasse 41
4855 Renens",2019-07-23,
8fb79128-aab8-4be3-9fe9-4efafc27546b,Individual,S,,,,,,2016-11-16,
df84a624-e6ff-46cf-a851-9f6a41c13c13,Individual,I,F,Jeanne Kessler,+41 27 001 52 35,1993-05-08,"Kohlerstrasse 28
6743 Morges",2018-02-07,
764da8aa-ed6a-462a-83f9-aac4997c1073,Individual,I,,Catherine Hauser,044 637 96 87,1976-04-17,"Knechtstrasse 54
1892 Dietikon",2012-06-01,
b24c2fd2-8dc0-4a9d-8f2e-8d09b00a29c1,Individual,I,M,Berat Merz,091 102 32 94,1981-04-29,"Thommenstrasse 581
8383 Monthey",2017-03-10,
4968dffe-fbca-4401-9196-8c366df17078,Individual,I,M,Matteo Thommen,061 564 57 11,1962-07-07,"Schmidstrasse 778
4020 Sursee",2015-11-24,
743a1073-38ce-426b-bfaa-b2ae1f2e35a9,Individual,I,F,Cassandra Weber,043 675 32 63,2001-07-28,"Ackermannstrasse 478
6216 Locarno",2019-10-07,
3c95d212-87cf-44ea-b8d6-6a083935585b,Individual,I,,Justine Blaser,+41 55 861 38 58,2000-07-24,"Braunstrasse 82
4116 Crans-Montana",2010-09-17,
19471669-2cb2-409c-963d-50189e84caf8,Individual,I,M,Mael Roos,061 048 20 52,1982-07-02,"Bärstrasse 66
5569 Renens",2010-11-09,
ec5adef1-d989-4d01-b452-68544fbef3c9,Individual,I,F,Mina Walder,055 318 36 06,1963-03-27,"Wehrlistrasse 91
3561 Urdorf",2015-01-19,
92f816e1-f98f-442f-b02e-7723ef933839,Individual,I,F,Aurora Haas,+41 91 409 91 97,1968-08-15,"Beckstrasse 55
3846 Schwyz",2017-01-28,
39fbe23c-1ae8-4308-9ac7-668d4945a2b3,Individual,I,F,Joséphine Lustenberger,+41 33 170 18 67,1959-02-23,"Hotzstrasse 57
7761 Baden",2020-12-28,
1faeb20c-2e34-47e0-91a7-fb85379b5bbf,Individual,I,F,Natasa Rüegg,021 574 71 11,1979-06-22,"Tannerstrasse 17
4934 Olten",2018-11-26,
bcfae045-674e-45b3-8448-4126aba98828,Life insurances,B,M,"Kane, Murphy and Morris",001-451-627-6086x90129,1983-09-17,"460 Lucas Haven
West Annastad, FM 61081",2014-03-14,
d59f1723-1320-46fb-9aa0-d51fa048bdc6,Individual,I,F,Marina Maurer,071 264 47 79,1960-07-11,"Rothstrasse 37
1749 Wettingen",2013-11-24,
319b7acc-5223-4765-a521-97e79a462201,Individual,I,F,Annalise Kern,081 869 86 76,1951-10-02,"Schürchstrasse 71
1414 Gossau",2015-07-14,
a7a58d8c-6cd5-476b-be06-9ed41fbb14eb,Individual,I,F,Hannelore Schwab,021 516 98 13,1981-04-08,"Bieristrasse 71
1721 Arth",2014-08-19,
101d1759-d7dd-4ab9-8915-59c0c8c9a52e,Individual,I,F,Sybille Steiner,+41 26 011 00 84,1991-08-25,"Wengerstrasse 34
5260 Steffisburg",2014-09-25,
cd82bf38-6e82-4fd3-8bc3-4a48610e0ac7,Individual,I,F,Regula Scherrer,+41 34 614 22 74,1972-04-26,"Schweizerstrasse 74
3703 Kreuzlingen",2014-05-08,
4d04b2e7-4bb1-4cd9-ae87-124816e4b7c2,Individual,I,M,Theodor Grob,062 287 73 17,1993-08-28,"Bosshardstrasse 5
5711 Riehen",2010-04-08,
d6c791e7-4f31-4d63-baf3-8db7af08d6ac,Individual,S,,,,,,2023-04-30,
9d76c207-2b90-49b9-be1c-39e5e2b2a78d,Individual,I,M,Maik Studer,055 145 69 60,1976-09-20,"Ferraristrasse 73
2743 Wädenswil",2013-07-01,
7db64bac-76bf-4ba8-aa26-2ad6977e6eb5,Individual,I,,Rose-Marie Keller,061 921 78 95,1962-01-22,"Weberstrasse 1
7476 Villars-sur-Glâne",2010-07-03,
c3b333f7-654a-4848-b9c5-f50988c5ef1a,Individual,I,F,Lilly Graf,034 943 75 80,1975-10-01,"Stutzstrasse 81
4848 Luzern",2012-08-30,
03e9e722-16f4-43c9-a820-02a4dee98b22,Individual,S,,,,,,2014-09-16,
44d54890-a77e-49ca-8025-6c5ced021992,Individual,I,M,Rolf Bianchi,032 531 65 92,1963-07-25,"Stutzstrasse 14
8485 Olten",2020-06-24,
9ce53dad-c83f-4539-b5ab-479ac1ecf2f5,Individual,I,F,Margarida Marti,062 580 96 34,1976-09-27,"Gigerstrasse 44
9814 Zürich",2016-04-30,
ff04a20a-a388-4ddf-a73c-9d54eb767a0f,Individual,I,F,Hava Fuchs,+41 41 785 38 55,1970-03-15,"Schmidstrasse 50
5234 Kloten",2021-09-05,
3d7670f2-5f34-440a-ad22-f724371c6b48,Individual,I,M,Gilles Portmann,062 637 70 92,1985-07-23,"Rüeggstrasse 60
5050 Rheinfelden",2015-04-20,
b6c864c5-9245-4116-ab2d-e7a4e452406f,Individual,I,F,Katrin Sutter,+41 41 524 50 44,1956-09-03,"Martinstrasse 139
1481 Rüti",2012-04-06,
5fe53682-9126-4f37-87f6-73c34d667fbc,Individual,I,F,Justine Walder,043 378 32 55,1962-06-19,"Maierstrasse 49
2965 Vevey",2018-07-15,
fe9928dd-a211-40f2-9a5f-d2a3a5c8a5ee,Individual,I,M,Hanspeter Erni,044 808 90 72,1998-07-26,"Schaubstrasse 58
6000 Aesch",2010-12-16,
8c7e9fc3-2698-4d7f-b1dd-f9824a8ad954,Individual,S,,,,,,2017-02-09,
39d1dd00-924e-4972-a2ba-6a71c750bd8b,Individual,I,F,Yasmin Siegrist,+41 32 869 90 39,1967-02-26,"Gloorstrasse 111
9282 Luzern",2014-12-10,
4d798124-0ff0-4ca3-ada5-eba5d3574f81,Individual,I,F,Nuria Benz,034 960 06 79,1982-02-03,"Martistrasse 243
4672 Sursee",2012-11-26,
13ecf7d1-60a5-4e29-a480-0a7c548a2002,Individual,I,F,Fabienne Baumgartner,+41 22 738 19 92,1995-04-17,"Burristrasse 50
5978 Uzwil",2019-08-11,
445d54aa-b151-4e45-b761-be835d10a186,Individual,I,F,Désirée Hotz,081 583 15 74,1968-06-16,"Sennstrasse 30
4658 Horgen",2018-05-15,
e43fa321-6966-4ace-a733-bbdf736a2ccb,Individual,I,M,Pablo Hafner,026 186 58 84,1997-08-31,"Stockerstrasse 6
7046 Thun",2015-10-07,
0c6db696-b40d-400c-8c86-5d2dede24786,Individual,I,M,Xavier Bauer,026 317 81 05,1996-08-29,"Walderstrasse 92
6345 Versoix",2018-06-18,
05eb7480-8897-42bd-b590-3711e8d23b4d,Individual,I,F,Rachel Taylor,7869372579,1996-09-17,"757 Emily Hollow Suite 598
Lindseystad, DC 97859",2011-02-06,
522a0205-6f60-444d-a4fb-8a7b77cb2240,Individual,I,M,Nicolas Hotz,+41 27 488 18 64,1956-07-03,"Albrechtstrasse 66
3899 Yverdon-les-Bains",2010-07-07,
112dbc16-2460-4849-9cd6-cbea67bf97a3,Individual,I,F,Nicole Baumann,022 464 02 49,1968-10-12,"Islerstrasse 23
4799 Emmen",2010-05-19,
4cfc2218-b56b-48ea-9ea8-60a15715e882,Individual,I,F,Aline Schneider,052 224 02 16,1984-11-17,"Blumstrasse 3
4962 Payerne",2010-05-23,
5cb89c4d-31b6-4527-abde-3e7d98f6b9f5,Individual,S,,,,,,2022-01-29,
186b8057-8263-4d54-8662-56a59bd6faaa,Individual,I,F,Blerta Senn,+41 52 770 40 69,1985-03-12,"Vogelstrasse 4
3725 Maur",2010-08-09,
a1c748bc-2e5b-4a2d-9f3c-da80ea49f563,Individual,I,M,Rinor Müller,+41 27 463 10 97,1950-09-03,"Bachmannstrasse 52
9661 Schwyz",2021-08-11,
1cde5635-5714-4066-95d8-515077cae318,Individual,I,F,Enya Zingg,+41 55 654 30 20,1974-11-11,"Grossstrasse 19
5638 Altstätten",2022-08-11,
9762d36a-4006-4f80-95bd-fd20b5ccc9cf,Individual,S,,,,,,2016-08-19,
24f1788b-b77d-4229-906b-3b9c9dc53c5a,Individual,I,M,Armin Roth,+41 34 846 36 22,1972-06-06,"Gfellerstrasse 42
8921 Arth",2021-03-24,
a0186527-e4b0-4a23-9f61-43ed1703bb33,Individual,I,F,Gabriele Steiger,+41 41 531 08 49,1984-01-21,"Leustrasse 95
2908 Bern",2011-01-23,
67d6ae1c-ad06-4028-81a4-d9c058a2410d,Computer programming activities,B,,Käser Gut AG,+41 27 935 36 45,1958-11-26,"Hartmannstrasse 22
9748 St. Gallen",2020-07-05,
dcb6ec53-7bd8-41ad-814d-3047a706e0b1,Individual,I,F,Rosetta Mäder,041 044 80 43,1994-07-30,"Michelstrasse 61
7359 Richterswil",2018-04-20,
29877ec5-49e7-4ade-bf55-038402f7508a,Individual,I,M,Edwin Felber,022 459 70 05,1966-01-20,"Gerberstrasse 79
8529 Nyon",2011-07-14,
d4d4017e-7371-4345-9f42-e6c5114a0e57,Individual,I,M,Enrico Mettler,031 424 81 55,1976-07-25,"Hessstrasse 38
4162 Horgen",2015-01-14,
23431d22-25ae-4d1c-8dd2-b332cdea1c6f,Individual,I,M,Georges Paris,+33 (0)5 46 26 58 11,1987-01-23,"chemin Guillaume Hoarau
23205 Godard-sur-Marion",2014-11-07,
0332b261-2297-4eaf-abf3-936b2a3d407d,Individual,I,F,Flavia Lang,+41 32 142 19 33,1975-07-09,"Häfligerstrasse 168
3085 Carouge",2010-12-31,
1429f217-a731-4a09-ab31-ac8a311281c5,Individual,I,M,Samuel Zingg,+41 34 128 82 74,1994-01-07,"Stöcklistrasse 37
1520 Schlieren",2011-02-21,
42807127-f995-469b-bf1a-0580bcb5d3e7,Individual,I,F,Margarita Schürch,+41 22 970 75 07,1987-01-05,"Scheideggerstrasse 519
3255 Sarnen",2015-08-31,
64819a47-6c7e-4801-b914-bcb7324235f1,Individual,I,M,Tristan Friedli,+41 62 374 91 29,2002-01-20,"Bucherstrasse 73
8291 Gland",2021-01-14,
fd402ca6-b71d-4e50-9240-ca59cdb03c74,Individual,I,M,Philipp Meyer,+41 22 013 03 38,1970-01-05,"Furrerstrasse 82
8061 Illnau-Effretikon",2013-05-05,
29b8f5f0-5bab-4916-8c98-2b57336e59cf,Individual,I,F,Rosalba Schmidt,055 680 36 16,1982-10-21,"Merzstrasse 44
3066 Arth",2011-10-23,
de0478ca-cb1b-41e4-8e3d-cb6daf1df1f7,Individual,I,M,Melchior Kaiser,+41 61 332 83 26,1951-11-17,"Favrestrasse 81
9202 Opfikon",2019-05-10,
a1cad33c-4a49-4fad-884f-f20c79bd5ef1,Individual,I,M,治 池田,91-4144-8162,1957-07-19,広島県あきる野市花島11丁目13番9号,2010-11-26,
04046e2f-f5ef-40fa-be97-5d0f64041ac7,Individual,I,F,Magda Wüthrich,+41 61 111 43 06,1963-10-03,"Gfellerstrasse 750
2675 Kreuzlingen",2011-01-13,
e7f20d6d-edcc-4244-b5fa-7f2ce974f685,Individual,I,F,Nives Ernst,+41 34 842 34 95,1984-05-20,"Mayerstrasse 4
1991 Aesch",2018-12-27,
968f7a34-3a50-41b7-971d-a27771f33e77,Individual,I,F,Sandra Schoch,031 082 82 17,1996-10-20,"Müllerstrasse 41
9440 Grenchen",2013-06-17,
ed3a7127-9880-4ab5-b1a2-6787cfbcf5a7,Individual,I,F,Agatha Hafner,+41 26 035 58 83,1963-12-04,"Huberstrasse 897
2938 Gossau",2021-06-06,
b5fcdc41-ff89-4185-908d-253e76c2c132,Individual,I,F,Jil Arnold,+41 55 124 39 51,1980-07-21,"Lüscherstrasse 29
1452 Stäfa",2016-08-27,
530f9b42-b8b6-4ca0-824a-dcf4328a1048,Individual,I,F,Kathleen Williams,676-388-1390x7671,1997-11-06,"340 Manning Harbors
Petersonborough, MO 62446",2013-05-09,
c4557032-348a-4e2e-9c70-29141cec889b,Individual,I,M,Martin Koch,031 829 58 55,1958-02-03,"Freistrasse 90
9570 Glarus",2015-06-12,
3d384dbe-f220-4707-8ede-bc26ce05c5a7,Individual,I,M,Kristian Friedli,+41 31 247 26 14,1993-02-05,"Baumgartnerstrasse 22
6272 Sarnen",2012-05-15,
6d536e64-2181-4888-ba60-1a70c2c21225,Lett. own or leased build. & dwell.,B,F,Stettler & Söhne,022 709 47 67,1976-05-19,"Gigerstrasse 91
3882 Rheinfelden",2021-01-13,
4de3438b-7e9f-4527-b5e2-fbb8787cea54,Individual,I,F,Alba Schnyder,044 257 04 83,1961-05-06,"Ernistrasse 1
8952 Pfäffikon",2014-04-04,
c73f339c-c565-4a72-9ffd-8446288a122a,Individual,I,F,Arta Burri,+41 32 341 39 43,1958-03-17,"Michelstrasse 39
9739 Gossau",2010-05-12,
fd9713fe-3506-4dd9-bf25-d7d36d0e6d89,Individual,I,F,Prisca Felber,+41 52 792 94 64,1964-04-05,"Schürchstrasse 27
9608 Monthey",2020-01-28,
17adf2bc-3357-477d-ab45-72ef91865104,Individual,I,M,Josef Lüthi,071 128 51 06,1989-05-23,"Martistrasse 67
3401 Versoix",2022-03-31,
ef6f2cef-8e70-418a-a6c4-0fd620b5b917,Individual,I,F,Alyssa Vogel,+41 27 963 15 68,1996-01-05,"Wettsteinstrasse 960
3414 Liestal",2014-03-02,
c3edb92f-466d-4a8e-a5e4-6419c7634ae1,Individual,I,M,Isa Ziegler,081 013 44 76,1996-07-12,"Burristrasse 74
8777 Zofingen",2018-12-14,
22300048-8d7b-48f8-9038-340a5e7af2c4,Individual,I,M,Arsim Flückiger,+41 21 767 35 87,1973-08-25,"Hermannstrasse 9
4177 Zollikon",2011-03-17,
3c6dcd7c-1110-46ac-8f20-db086a161519,Individual,S,,,,,,2014-07-29,
7d06c75c-4666-4e29-9744-0ef56bf4a0d9,Individual,S,,,,,,2019-12-22,
47248884-94ec-4d94-8c80-73cc0d2057ea,"Accounting, bookkeeping activities",B,M,Weber & Co.,081 802 12 99,1990-04-10,"Felberstrasse 71
9300 Thônex",2020-03-10,
c56743a0-bfef-4826-a4b5-1b083a52ca91,Individual,I,F,Amélie Keller,+41 34 985 20 45,1990-10-04,"Braunstrasse 337
1693 Opfikon",2021-04-11,
d8b32eb5-de97-4a57-88aa-ef9254c9591f,Individual,I,M,Jens Schwarz,031 525 93 58,1960-03-18,"Ackermannstrasse 91
5997 Pratteln",2021-09-10,
cffb6ec1-c29b-4c36-87cf-213c9d1bdc71,Individual,I,F,Élodie Merle,0158602555,1962-02-18,"74, chemin Barbe
67506 Fernandesboeuf",2010-07-17,
5480445c-d836-4f75-9188-5739008ff1a8,Individual,I,M,Carsten Schnyder,+41 44 885 65 99,1952-10-21,"Steigerstrasse 72
8504 Allschwil",2019-08-27,
57a935bc-6d98-4b19-8f37-8a64a7504245,Individual,I,F,Käthi Eugster,027 039 73 52,1969-04-10,"Winklerstrasse 993
7621 Ebikon",2021-06-26,
00d715ed-a569-4b75-a5c9-32e67fba20ca,Individual,S,,,,,,2013-04-24,
b037ed32-d0af-4989-957d-8fad7033204f,Individual,I,M,Janick Schaller,+41 33 434 23 40,1974-04-17,"Eglistrasse 7
5993 Freienbach",2011-05-14,
98e2b673-cf75-42e5-87a8-1491c2a03c92,Individual,I,M,Noah Christen,+41 71 010 24 77,2002-01-04,"Lüscherstrasse 528
4301 Amriswil",2020-02-05,
59adb09b-15d9-4a31-bdfc-7dca9b945768,Individual,I,M,Benjamin Schürch,+41 34 608 15 95,1956-01-03,"Bosshardstrasse 85
8676 Liestal",2018-12-07,
bf62959b-6825-48ac-b712-4dbaf831d1d4,Commercial banks,B,F,Hasler & Co.,+41 55 390 29 47,2001-10-30,"Baderstrasse 74
9923 Bellinzona",2014-09-11,
b51f5f7e-b7cb-4baa-856f-c4a899eaa844,Individual,I,,Yasmine Stucki,+41 27 025 70 09,1962-09-30,"Bucherstrasse 245
2488 Altstätten",2017-09-21,
7d840ea2-c681-415e-a1bb-9e1f5cca4d09,Individual,I,F,Margaret Hasler,044 532 52 00,1998-03-16,"Schlatterstrasse 9
5258 Hinwil",2016-02-01,
27b2a132-7e34-4f6d-a2a3-dc41a8fe0740,Individual,I,M,Rüdiger Hauser,+41 34 929 62 62,1959-10-15,"Hodelstrasse 322
5227 Rüti",2011-11-07,
5d3e86df-8125-4afa-86a2-7fef8a9eb6a3,Individual,I,M,Arthur Bachmann,+41 26 675 49 02,1990-03-09,"Lutzstrasse 87
8972 Oftringen",2019-11-12,
751f8bb0-5e44-4ab7-b7e2-446ef12de4cf,Individual,I,M,Mihajlo Lutz,+41 61 989 35 28,1994-05-20,"Martistrasse 19
6120 Emmen",2012-07-06,
8e951b15-ca46-49c4-a2b7-7fc5a85dc35e,Individual,S,,,,,,2020-02-13,
e7c906b4-222c-4b7f-8814-95118a005765,Individual,I,,Andrina Wüthrich,044 734 24 07,1990-08-09,"Schmidtstrasse 522
6727 Lyss",2014-09-27,
c1a9bba0-3b31-41d8-9555-d2df9cfa76ae,Individual,I,F,Vanesa Zürcher,+41 41 788 94 11,1995-10-20,"Merzstrasse 3
5509 Payerne",2022-10-01,
24241cce-68e5-4ccf-9936-c493a8d0ca0e,Individual,I,F,Helga Benz,+41 91 550 22 30,1964-03-07,"Lüscherstrasse 93
1584 Neuenburg",2021-05-17,
ef0c2ecb-55e0-43c6-8d92-039cbcaa15c0,Individual,I,M,Fernando Bättig,031 912 56 40,1991-02-18,"Hauserstrasse 35
3522 Wohlen",2020-03-07,
9858cac4-8fde-4c6d-a726-70e47c4019ae,Individual,S,,,,,,2023-03-12,
f90a8a50-1e55-4cf3-87a0-167bcc616e56,Individual,I,F,Franziska Schweizer,052 646 97 56,1984-01-17,"Kohlerstrasse 5
2382 Gossau",2014-12-12,
e778f6f4-8999-41ed-a152-99145e1c0972,Individual,I,F,Nathalie Lutz,044 896 63 15,1982-11-23,"Martinstrasse 22
3120 Aarau",2013-12-25,
9e3a73ed-57d7-4f20-a18d-7a9916b45367,Individual,I,F,Adélaïde Garcia,0361614742,1978-12-11,"47, boulevard Godard
97417 Dupré-sur-Hoareau",2010-12-20,
09bec325-d6ad-4441-94d4-d24d5e5bb543,Individual,I,F,Shania Suter,027 650 17 75,2001-08-25,"Hofstetterstrasse 55
2885 Rüti",2018-01-12,
b55a2c25-1197-4012-a753-4e31627aa7cb,Buying & selling of own real estate,B,M,Kägi & Partner,+41 56 767 44 71,1973-07-09,"Scherrerstrasse 6
4640 Meilen",2012-07-29,
7c7b7f81-bdc1-4f5f-b888-d42c96c44dea,Individual,I,F,Melanie Baur,032 655 44 71,1991-07-16,"Hartmannstrasse 89
6781 Cham",2020-10-20,
f959726e-01fd-423c-8230-d5da540a1003,Individual,I,F,Petra Bauer,044 712 14 18,1981-10-03,"Betschartstrasse 193
7395 Martigny",2021-05-05,
42cda6d6-b31a-42af-88f0-4727a221d1d6,Individual,I,F,Nelly Hofstetter,+41 52 636 17 81,1987-07-28,"Schnyderstrasse 73
3366 Spiez",2010-08-18,
8817b931-a01a-4193-8c3e-f3a9af0a61d6,O. info. techno. & comp. serv. act.,B,M,Lehmann & Co.,033 730 45 24,1985-04-01,"Mettlerstrasse 115
2602 Cham",2019-07-15,
9b756042-5ec0-423b-8ad9-29bb39fea8a6,Individual,I,F,Beatriz Amrein,081 210 08 55,1990-03-13,"Vogelstrasse 721
5566 Meyrin",2020-04-30,
f4756778-4168-44ab-8313-19d4124d5697,Individual,I,F,Marianna Sidler,+41 44 607 91 16,1982-01-14,"Islerstrasse 274
1189 Möhlin",2021-06-05,
ad25b5e3-9dca-409c-a0b4-0bbe097bfcd7,Computer consultancy activities,B,F,Leunberger Kern & Cie.,052 344 39 99,1992-02-02,"Geigerstrasse 93
5018 Uster",2017-08-13,
91b87b5f-8558-4448-afb8-f24b92142e34,Individual,I,M,Francis Frick,+41 61 572 50 20,1965-02-14,"Gutstrasse 38
9731 Meyrin",2017-02-19,
5b4de215-ce6f-451e-8dbf-31fdeb84df8a,Individual,I,F,Sina Bieri,+41 32 838 78 22,1999-09-22,"Eugsterstrasse 66
6613 Lugano",2018-06-23,
c452c081-394a-4855-8b3f-743c5e62ba9e,Individual,I,M,Benjamin Lustenberger,+41 34 125 42 58,1960-04-21,"Stadelmannstrasse 5
7600 Kriens",2012-11-18,
bce413a5-bebf-4426-b5d9-34099aa96795,Individual,I,M,Philip Wolf,024 931 80 30,1990-05-27,"Hauserstrasse 9
9312 Oftringen",2010-12-17,
3b11e175-bb20-4bac-a83a-c6d6603dec8b,Individual,I,F,Martine Schäfer,031 355 83 48,1956-10-01,"Sennstrasse 991
3818 Solothurn",2013-07-28,
879ddaec-f451-4024-a8c0-2895ed6d2128,Individual,I,F,Ivana Wehrli,+41 31 454 59 08,1962-03-10,"Probststrasse 39
4625 Möhlin",2016-11-28,
b08353d8-d89e-40f9-89d6-8e292d9e17f6,Individual,I,F,Yvette Moser,+41 43 979 84 87,1993-12-22,"Stockerstrasse 79
8727 Lancy",2010-10-19,
75bc85ea-1e9b-4189-91fc-64f2dc58b7ff,Individual,I,F,Zoe Lüthi,+41 56 263 59 69,1962-01-28,"Müllerstrasse 4
4935 Illnau-Effretikon",2011-04-13,
02d73ac4-86c8-443c-9868-7fdd54ed2c74,Individual,I,F,Karin Schwarz,+41 55 146 29 79,1993-04-29,"Tannerstrasse 97
8515 Risch",2019-10-16,
546e4d8e-78bf-49ef-9789-3c2c56d2f40f,Individual,I,M,Eckhart Trüb,06966017116,1971-10-06,"Songül-Döring-Weg 8
57983 Melle",2018-10-05,
dc34c173-07c8-420c-90da-04b7d04f8f40,Individual,I,,Malgorzata Schmidt,+41 41 756 20 23,1963-02-11,"Stutzstrasse 580
8470 Flawil",2012-11-30,
